,logFC,AveExpr,t,P.Value,adj.P.Val,B,tag
ENSSSCT00000038889,-0.04843193,6.218646655,-0.170515549,0.866936773,0.955700174,-6.780627133,ns
ENSSSCT00000019553,-0.110868956,6.291782409,-0.350993018,0.730588876,0.899399882,-6.780862321,ns
ENSSSCT00000026497,0.120981368,6.338625415,0.426854793,0.675690279,0.875445982,-6.780880234,ns
ENSSSCT00000029770,0.133470944,6.379918544,0.479525989,0.638642799,0.856123043,-6.78095012,ns
ENSSSCT00000099612,-0.036882465,6.204166363,-0.142519741,0.888610654,0.961855782,-6.781045665,ns
ENSSSCT00000013266,-0.007486737,6.186290455,-0.024461161,0.980814767,0.992640849,-6.781144672,ns
ENSSSCT00000067578,0.029746408,6.210876142,0.071084696,0.944291451,0.981261275,-6.781432161,ns
ENSSSCT00000009679,-0.05792154,6.229709798,-0.193527238,0.849203122,0.949293263,-6.781433421,ns
ENSSSCT00000030365,0.024230909,6.184332604,0.070469575,0.944772662,0.981311717,-6.781467797,ns
ENSSSCT00000029450,0.148926367,6.543472277,0.636157662,0.534484766,0.798253953,-6.781558459,ns
ENSSSCT00000048509,0.105628545,6.251944514,0.293516135,0.773243849,0.91915053,-6.781616758,ns
ENSSSCT00000066349,0.194629458,6.953694373,0.907788051,0.378677887,0.679526545,-6.781657442,ns
ENSSSCT00000071963,0.243920819,6.337421306,0.42790507,0.674942569,0.874856828,-6.781891737,ns
ENSSSCT00000028838,-0.18271332,6.74624126,-0.756660014,0.461246992,0.748794954,-6.782224052,ns
ENSSSCT00000032772,-0.034455126,6.205916275,-0.082957534,0.935007939,0.979124206,-6.782274009,ns
ENSSSCT00000062319,-0.166185116,6.527433883,-0.589008254,0.564826322,0.816543886,-6.782285028,ns
ENSSSCT00000106516,-0.122455347,6.333187675,-0.36430199,0.720835938,0.894523102,-6.782325573,ns
ENSSSCT00000065797,-0.147151499,6.742405536,-0.762815975,0.45767829,0.746665783,-6.782463689,ns
ENSSSCT00000058167,0.187192333,6.82703264,0.833702478,0.417832187,0.715804308,-6.783073437,ns
ENSSSCT00000007500,0.173784247,6.474408073,0.569299637,0.577776005,0.822983139,-6.783081732,ns
ENSSSCT00000087169,0.141352941,6.44204854,0.536772273,0.599480816,0.834441454,-6.783135715,ns
ENSSSCT00000053788,0.087996962,6.275686246,0.326513824,0.748652634,0.908115139,-6.783147562,ns
ENSSSCT00000022993,0.002468344,6.191845828,0.008489178,0.993341195,0.997674277,-6.783282078,ns
ENSSSCT00000064834,0.102646757,6.286218497,0.338808198,0.739560487,0.903460337,-6.783310976,ns
ENSSSCT00000001850,0.134590093,6.477748485,0.577598436,0.572304417,0.81988932,-6.783334823,ns
ENSSSCT00000022635,0.116850767,6.268134593,0.320880341,0.752831841,0.909875661,-6.783445469,ns
ENSSSCT00000037517,-0.067530158,6.247767185,-0.240176418,0.813521052,0.936078974,-6.783539476,ns
ENSSSCT00000044024,0.17766163,7.159921931,1.015032335,0.326558132,0.633457719,-6.783782638,ns
ENSSSCT00000052868,0.169257055,6.394965908,0.494360019,0.628380839,0.850114861,-6.784025029,ns
ENSSSCT00000054944,0.127930712,6.33539793,0.407179107,0.689762353,0.881520844,-6.78405656,ns
ENSSSCT00000054815,-0.011520923,6.200900601,-0.027716808,0.978261975,0.991513147,-6.784233987,ns
ENSSSCT00000008468,-0.073580425,6.270311366,-0.280200531,0.783240614,0.923557907,-6.784364558,ns
ENSSSCT00000006195,-0.130328053,6.355671256,-0.415904703,0.683506764,0.879025819,-6.784821083,ns
ENSSSCT00000038401,0.198118272,6.786357368,0.808252908,0.431871856,0.72788487,-6.784832563,ns
ENSSSCT00000027165,0.149282399,6.49919368,0.593948587,0.561604562,0.815004628,-6.785047066,ns
ENSSSCT00000045886,-0.006486813,6.193361695,-0.023741645,0.981378979,0.992738173,-6.785141435,ns
ENSSSCT00000014934,0.096326832,6.262355486,0.2923641,0.774107133,0.919361669,-6.785387516,ns
ENSSSCT00000082171,0.18631968,7.576610031,1.215665007,0.243335694,0.549796122,-6.78548744,ns
ENSSSCT00000015182,0.00433199,6.200211942,0.006458373,0.994934105,0.998500976,-6.786325516,ns
ENSSSCT00000048408,-0.113615572,6.427059798,-0.50006666,0.624453957,0.847746995,-6.786363332,ns
ENSSSCT00000010115,-0.054028416,6.236090158,-0.175012413,0.863465178,0.954339428,-6.786920333,ns
ENSSSCT00000096998,0.173088541,6.484087415,0.572461677,0.575687993,0.822227844,-6.78694456,ns
ENSSSCT00000026286,0.169000744,6.686101014,0.737215189,0.472631732,0.756635898,-6.787038481,ns
ENSSSCT00000043470,0.012850139,6.19797423,0.039152325,0.969297389,0.988191214,-6.787214161,ns
ENSSSCT00000054304,0.046603691,6.219219371,0.173485638,0.864643531,0.954828159,-6.787346527,ns
ENSSSCT00000012597,-0.101669366,6.327208958,-0.369813153,0.716811839,0.893073776,-6.787497918,ns
ENSSSCT00000038268,0.175933847,7.183578331,1.023092395,0.322858712,0.630239341,-6.787511999,ns
ENSSSCT00000059106,0.180516878,7.097778048,0.980256539,0.342867768,0.647498569,-6.787648058,ns
ENSSSCT00000016365,0.12130927,6.393294592,0.480158646,0.638203551,0.85595425,-6.78814372,ns
ENSSSCT00000014841,-0.128331062,6.327217587,-0.341954948,0.737239736,0.90228349,-6.788257516,ns
ENSSSCT00000063586,0.134081086,6.485749783,0.567778169,0.578782089,0.82343047,-6.788449059,ns
ENSSSCT00000012589,0.063325333,6.224919876,0.172752964,0.865209121,0.955206225,-6.788496291,ns
ENSSSCT00000096702,0.207418669,6.484155423,0.576719375,0.572882712,0.820051668,-6.788549348,ns
ENSSSCT00000087622,-0.278254454,6.92982704,-0.868154609,0.399305204,0.698150877,-6.788744288,ns
ENSSSCT00000012659,0.238583774,6.343045978,0.418717734,0.681495115,0.877739865,-6.789037517,ns
ENSSSCT00000010768,-0.160254936,6.575109352,-0.621030807,0.544119498,0.803995457,-6.789123136,ns
ENSSSCT00000075140,0.167183342,6.784774075,0.801272827,0.435774782,0.730750749,-6.789273459,ns
ENSSSCT00000044961,0.083684279,6.302711798,0.349714075,0.73152867,0.899752007,-6.789469748,ns
ENSSSCT00000080217,0.15634257,6.853111132,0.840751297,0.413996658,0.711966929,-6.789585683,ns
ENSSSCT00000008041,-0.034846273,6.211383394,-0.107392919,0.915933865,0.97261125,-6.789904985,ns
ENSSSCT00000088733,0.139675862,6.625685322,0.689725069,0.501145003,0.776889667,-6.789989978,ns
ENSSSCT00000051719,0.146184712,6.53556175,0.617085234,0.546648165,0.805725965,-6.790245908,ns
ENSSSCT00000088357,0.103812495,6.324974425,0.383929416,0.706544335,0.888935976,-6.7906625,ns
ENSSSCT00000092131,-0.164229124,7.10791196,-0.970121455,0.347727679,0.651389491,-6.790742696,ns
ENSSSCT00000042003,0.022044337,6.203643441,0.082791155,0.935137969,0.979132246,-6.790777352,ns
ENSSSCT00000065210,0.119220177,6.485771084,0.5679144,0.578691968,0.82343047,-6.790892291,ns
ENSSSCT00000014176,-0.1561532,6.864758219,-0.832698738,0.418380236,0.716073886,-6.790901363,ns
ENSSSCT00000033520,-0.134932186,6.314824344,-0.270838607,0.790293007,0.926136435,-6.790944969,ns
ENSSSCT00000002997,0.199916687,7.000650924,0.923822367,0.370542083,0.672345733,-6.791544002,ns
ENSSSCT00000030167,0.060274392,6.26285687,0.254528175,0.802624859,0.931041523,-6.791572851,ns
ENSSSCT00000009921,-0.107295042,6.477615342,-0.534444944,0.601049341,0.834441454,-6.791616394,ns
ENSSSCT00000088197,-0.080392105,6.285427917,-0.296325151,0.771140196,0.917989884,-6.791652,ns
ENSSSCT00000080899,0.091772408,6.261563904,0.276767075,0.785824808,0.92470835,-6.791736624,ns
ENSSSCT00000077949,0.169130128,6.669107345,0.718886494,0.483518062,0.764379211,-6.791859095,ns
ENSSSCT00000006418,-0.192673821,6.806100967,-0.790734357,0.441709819,0.736087166,-6.792034566,ns
ENSSSCT00000010220,0.055442624,6.23790872,0.190505985,0.851526828,0.950171565,-6.792178215,ns
ENSSSCT00000027760,-0.120349558,6.507251041,-0.558847123,0.584706096,0.827536669,-6.79244605,ns
ENSSSCT00000044898,0.13200418,6.453057275,0.533604733,0.601616111,0.834474978,-6.792753438,ns
ENSSSCT00000086345,0.047444976,6.226312949,0.179497866,0.860005292,0.952546578,-6.792883418,ns
ENSSSCT00000105539,0.226483334,7.230775525,1.042836824,0.313924273,0.621122836,-6.792917729,ns
ENSSSCT00000012125,0.260183632,7.372671892,1.112329887,0.283912787,0.590570242,-6.793027173,ns
ENSSSCT00000034241,0.070032429,6.238571782,0.206544669,0.839207977,0.945791666,-6.793065591,ns
ENSSSCT00000013686,-0.17444157,6.869298989,-0.826497867,0.421776313,0.719232139,-6.793076757,ns
ENSSSCT00000001776,0.012365946,6.206510524,0.033723175,0.973552977,0.98935684,-6.793337306,ns
ENSSSCT00000076791,0.024606965,6.206262774,0.081418936,0.936210466,0.979428617,-6.793350736,ns
ENSSSCT00000017803,-0.122665657,6.665432039,-0.695258928,0.497771298,0.774798539,-6.793407306,ns
ENSSSCT00000008876,-0.064167635,6.260407474,-0.213934633,0.833546367,0.943854957,-6.793427752,ns
ENSSSCT00000034652,0.067749648,6.211741892,0.112896055,0.911645093,0.970750952,-6.793638798,ns
ENSSSCT00000025299,0.240462361,6.473733361,0.553682185,0.588146195,0.829311131,-6.793717753,ns
ENSSSCT00000097355,-0.235524949,6.854110301,-0.821410783,0.424575696,0.722035915,-6.793730699,ns
ENSSSCT00000001750,0.152416556,6.960437298,0.89873621,0.383324077,0.684051522,-6.793760798,ns
ENSSSCT00000040472,-0.221049574,6.563514048,-0.611795945,0.550048068,0.807494362,-6.793857529,ns
ENSSSCT00000029636,0.142116511,6.39708428,0.463329974,0.649934896,0.863239203,-6.793963258,ns
ENSSSCT00000107903,0.187935601,6.726849938,0.757040498,0.461025923,0.748794954,-6.794371399,ns
ENSSSCT00000002657,-0.13230382,6.316475391,-0.298485287,0.769523748,0.916735652,-6.794595065,ns
ENSSSCT00000008920,0.154816315,6.50808997,0.588507381,0.565153506,0.816740951,-6.794612509,ns
ENSSSCT00000042973,-0.020243364,6.222288336,-0.067360973,0.947204864,0.981862033,-6.794813479,ns
ENSSSCT00000014261,0.133386828,6.463734112,0.541196005,0.596505062,0.833618151,-6.795164853,ns
ENSSSCT00000039959,0.08879454,6.307666034,0.349026896,0.732033807,0.90008357,-6.795296114,ns
ENSSSCT00000047942,0.024608404,6.213438508,0.085025945,0.933391583,0.979052081,-6.795378026,ns
ENSSSCT00000043411,0.127677903,6.470301077,0.542701273,0.595494196,0.833281233,-6.795416557,ns
ENSSSCT00000015141,0.023961362,6.212865929,0.068369868,0.946415433,0.981568968,-6.79573921,ns
ENSSSCT00000046551,0.076817058,6.279178669,0.285894537,0.778960847,0.921726606,-6.79625665,ns
ENSSSCT00000004926,0.097049466,6.384835979,0.450864239,0.658687307,0.867344025,-6.79636713,ns
ENSSSCT00000062419,0.034173311,6.22689127,0.112539479,0.9119229,0.970750952,-6.796367487,ns
ENSSSCT00000057065,-0.051678104,6.257251738,-0.185283033,0.855547255,0.95196817,-6.79653823,ns
ENSSSCT00000011453,0.184333194,6.923769552,0.875179214,0.395595607,0.694988321,-6.796707693,ns
ENSSSCT00000096876,0.188325082,6.627838735,0.682452099,0.505599249,0.780323059,-6.796860245,ns
ENSSSCT00000042673,0.142877523,6.504772347,0.575536887,0.573661102,0.820822736,-6.797432703,ns
ENSSSCT00000042135,-0.065111371,6.254495696,-0.196836385,0.846659651,0.947869419,-6.797855504,ns
ENSSSCT00000026185,0.055511314,6.229903224,0.176446381,0.862358758,0.953763783,-6.797882131,ns
ENSSSCT00000065036,-0.045743902,6.248513036,-0.1352618,0.894245433,0.964022375,-6.797930961,ns
ENSSSCT00000079041,0.180360145,6.376137665,0.443339234,0.663995976,0.869538185,-6.798064424,ns
ENSSSCT00000060773,0.138922324,6.465810467,0.536326262,0.59978125,0.834441454,-6.798183109,ns
ENSSSCT00000008988,0.1894319,7.132436653,0.987117226,0.339605314,0.644940513,-6.798477269,ns
ENSSSCT00000059756,0.153439226,7.130705318,0.98506163,0.340580494,0.645580423,-6.798486609,ns
ENSSSCT00000038706,-0.032198619,6.238425942,-0.100824863,0.921056095,0.974640659,-6.798519038,ns
ENSSSCT00000002830,0.143020429,7.140784067,0.990138059,0.338175815,0.643487538,-6.798521559,ns
ENSSSCT00000067190,0.202602508,6.668908094,0.710250241,0.488699307,0.768653162,-6.798746241,ns
ENSSSCT00000041149,-0.014713507,6.206376845,-0.023110171,0.981874161,0.992958764,-6.799391885,ns
ENSSSCT00000107658,0.192378612,6.663681603,0.705371227,0.491640994,0.770557261,-6.799612055,ns
ENSSSCT00000045031,0.052745561,6.235170224,0.179896159,0.859698208,0.952546578,-6.799695304,ns
ENSSSCT00000042157,0.169484629,6.955097007,0.889910121,0.387891392,0.688528252,-6.799752351,ns
ENSSSCT00000048013,0.249025891,7.521712963,1.177558104,0.257745225,0.564572364,-6.799783402,ns
ENSSSCT00000060151,-0.140275212,6.488194474,-0.531533534,0.603014391,0.835010995,-6.799849884,ns
ENSSSCT00000005024,0.045535344,6.225138159,0.129226797,0.89893528,0.965979356,-6.799872411,ns
ENSSSCT00000040622,0.065790947,6.285562339,0.281655644,0.782146216,0.923210502,-6.800016002,ns
ENSSSCT00000024231,-0.073896415,6.283207824,-0.258968911,0.799261804,0.92969107,-6.800171278,ns
ENSSSCT00000037587,0.214462687,6.652317863,0.696207272,0.497194485,0.774568069,-6.8003717,ns
ENSSSCT00000041977,0.077259113,6.283342287,0.271257873,0.78997676,0.925999867,-6.800429957,ns
ENSSSCT00000048863,0.143858171,6.433006259,0.498731981,0.625371333,0.847948283,-6.800562438,ns
ENSSSCT00000006691,0.160924339,6.77631545,0.780430781,0.447561769,0.739852062,-6.800850016,ns
ENSSSCT00000062126,-0.017439906,6.227507023,-0.065812123,0.948416905,0.982148331,-6.801200363,ns
ENSSSCT00000025922,0.148405554,6.879077041,0.843779904,0.41235577,0.710492486,-6.801286488,ns
ENSSSCT00000062475,0.16071924,6.794796126,0.790186822,0.442019571,0.736397865,-6.802000098,ns
ENSSSCT00000035929,0.120034491,6.383326878,0.433225517,0.671160319,0.873239526,-6.802160598,ns
ENSSSCT00000011989,0.197537791,7.251286954,1.043936175,0.313432141,0.620635057,-6.802248587,ns
ENSSSCT00000043604,0.032837175,6.230455828,0.114867938,0.910109026,0.970507728,-6.802485257,ns
ENSSSCT00000077873,-0.197662335,6.739285648,-0.727755853,0.478231406,0.760517829,-6.802636354,ns
ENSSSCT00000013018,0.044766787,6.244235226,0.113526112,0.911154249,0.970750952,-6.80271919,ns
ENSSSCT00000050145,0.232679146,6.718473983,0.7406992,0.47057938,0.7549054,-6.80281661,ns
ENSSSCT00000033817,-0.071412132,6.290577562,-0.225291401,0.824864375,0.941043504,-6.80293034,ns
ENSSSCT00000093566,0.111448267,6.404810178,0.460947255,0.651603776,0.863802711,-6.803120287,ns
ENSSSCT00000031300,0.017565728,6.218855203,0.058550595,0.954101067,0.983784544,-6.803138746,ns
ENSSSCT00000053533,0.099558529,6.336302072,0.367132105,0.71876839,0.89366729,-6.803322327,ns
ENSSSCT00000087163,0.14722039,6.385859592,0.431112995,0.672660994,0.873922725,-6.803395987,ns
ENSSSCT00000031923,0.103232155,6.333487733,0.356815761,0.72631587,0.897549671,-6.803677239,ns
ENSSSCT00000026144,0.151296679,6.533856794,0.59382353,0.561685994,0.815004628,-6.803794736,ns
ENSSSCT00000075083,-0.045848006,6.244573386,-0.151830026,0.881391658,0.960290254,-6.804214671,ns
ENSSSCT00000048742,0.190354447,6.917086617,0.862799034,0.4021489,0.700797558,-6.804317165,ns
ENSSSCT00000035675,0.205683661,6.871780902,0.835030426,0.417107836,0.714836808,-6.804338404,ns
ENSSSCT00000025616,0.016937781,6.224696808,0.060676384,0.952436766,0.98327945,-6.804601222,ns
ENSSSCT00000072814,0.124064233,6.592851659,0.63946502,0.532390949,0.796732407,-6.804620448,ns
ENSSSCT00000063560,-0.117134808,6.486441438,-0.515659332,0.613784454,0.841721838,-6.80465236,ns
ENSSSCT00000095709,-0.319955162,6.793919858,-0.729179697,0.477385973,0.759982859,-6.804904611,ns
ENSSSCT00000029593,0.204424064,6.664930034,0.699195415,0.495379578,0.773550893,-6.805000447,ns
ENSSSCT00000087594,0.163494026,7.32631729,1.077110262,0.298844885,0.607038344,-6.806077561,ns
ENSSSCT00000005360,0.090899309,6.366765067,0.401409833,0.693911425,0.883815017,-6.806230446,ns
ENSSSCT00000006986,-0.12450407,6.681719108,-0.692130916,0.49967664,0.776091819,-6.806307423,ns
ENSSSCT00000032707,-0.13047968,6.509698035,-0.529501631,0.604387711,0.836284386,-6.806391201,ns
ENSSSCT00000049871,0.177470815,7.154166235,0.990024162,0.338229635,0.643487538,-6.806404095,ns
ENSSSCT00000004319,-0.128550829,6.432318407,-0.439390883,0.666788917,0.870650116,-6.806784689,ns
ENSSSCT00000019143,0.189369012,7.437034574,1.13006436,0.276608268,0.583276518,-6.806967265,ns
ENSSSCT00000000756,0.182184296,7.933291252,1.362567723,0.193594837,0.492117636,-6.807959887,ns
ENSSSCT00000036275,-0.012743367,6.226327183,-0.035825635,0.971904877,0.989017822,-6.808232894,ns
ENSSSCT00000036825,0.101232896,6.347229701,0.367620979,0.718411471,0.893513358,-6.808246931,ns
ENSSSCT00000010535,0.164550916,6.973080761,0.888946058,0.388392486,0.688954434,-6.809199424,ns
ENSSSCT00000089119,-0.028278712,6.251340285,-0.105319891,0.917550152,0.972929774,-6.809234822,ns
ENSSSCT00000062829,-0.144883709,6.810531839,-0.772215467,0.452262416,0.743571479,-6.809521828,ns
ENSSSCT00000053310,0.11822198,6.39230171,0.433921287,0.670666381,0.873104118,-6.809780344,ns
ENSSSCT00000010551,0.226137015,7.139512716,0.978270682,0.343816218,0.648401196,-6.809879761,ns
ENSSSCT00000031859,0.191935014,7.437337898,1.127926633,0.277481192,0.58397193,-6.810188045,ns
ENSSSCT00000055543,0.160952709,6.502059465,0.552188695,0.589142856,0.829476103,-6.810435901,ns
ENSSSCT00000065579,0.136875633,6.675469397,0.698811372,0.495612614,0.773611902,-6.810516126,ns
ENSSSCT00000056718,0.186041152,6.473473169,0.524899349,0.607504018,0.837749163,-6.810773204,ns
ENSSSCT00000050655,-0.052886914,6.266052184,-0.183519472,0.85690572,0.952022999,-6.810977755,ns
ENSSSCT00000065986,0.167208139,6.920538817,0.856323751,0.405605017,0.70394454,-6.810987555,ns
ENSSSCT00000058971,0.273103388,6.93502925,0.865820168,0.400543096,0.69915531,-6.811596294,ns
ENSSSCT00000073643,0.192563363,6.974741291,0.886951493,0.389430589,0.689907885,-6.811852814,ns
ENSSSCT00000102451,-0.009072977,6.242880544,-0.030369541,0.976182116,0.990775175,-6.812147897,ns
ENSSSCT00000055754,0.078181533,6.329875183,0.32771669,0.747761338,0.907684843,-6.812396988,ns
ENSSSCT00000018866,0.082154823,6.311339094,0.286581468,0.778445029,0.921482609,-6.812892047,ns
ENSSSCT00000028972,0.13950064,6.332469868,0.340652762,0.738199789,0.902812172,-6.814319192,ns
ENSSSCT00000024601,-0.145968947,6.515760708,-0.534878625,0.600756902,0.834441454,-6.814336393,ns
ENSSSCT00000076904,0.000434701,6.234351293,0.001519825,0.998807854,0.999624023,-6.814366085,ns
ENSSSCT00000064837,0.067477609,6.272149458,0.162072322,0.873462588,0.957758213,-6.814366155,ns
ENSSSCT00000001802,-0.1345794,6.681129527,-0.679592529,0.507356851,0.781787529,-6.815408681,ns
ENSSSCT00000010315,0.178483167,6.677950393,0.692804332,0.499266086,0.77585664,-6.815628732,ns
ENSSSCT00000006816,0.005843994,6.255061595,0.017903124,0.985957634,0.994725259,-6.816058531,ns
ENSSSCT00000023435,0.010583694,6.249171001,0.041566353,0.967405478,0.987698997,-6.816092243,ns
ENSSSCT00000041176,0.141561634,6.403497626,0.426324977,0.676067597,0.875546396,-6.816381965,ns
ENSSSCT00000042954,-0.022427003,6.256324964,-0.085040205,0.933380441,0.979052081,-6.81638268,ns
ENSSSCT00000050834,-0.12936783,6.51926656,-0.534606233,0.600940572,0.834441454,-6.81733477,ns
ENSSSCT00000031750,0.06365272,6.295778442,0.219492858,0.82929435,0.942807944,-6.817394905,ns
ENSSSCT00000026136,0.047183378,6.252180569,0.11888256,0.90698285,0.968909983,-6.817495223,ns
ENSSSCT00000062091,0.099795092,6.361944165,0.360535819,0.723590824,0.89634607,-6.818217244,ns
ENSSSCT00000048674,0.349759056,6.482187709,0.519007797,0.611504847,0.840213372,-6.818317351,ns
ENSSSCT00000009295,0.196754557,6.862856243,0.814238432,0.428542918,0.725413353,-6.818481214,ns
ENSSSCT00000008753,0.101400629,6.272842024,0.196271907,0.847093396,0.9480588,-6.81858099,ns
ENSSSCT00000070377,0.126579841,6.518932573,0.551793523,0.589406713,0.829571255,-6.818616833,ns
ENSSSCT00000103442,0.152425582,6.482312995,0.516627739,0.613124744,0.84135989,-6.818974354,ns
ENSSSCT00000029908,0.128919867,6.383479968,0.401050217,0.694170387,0.883815017,-6.819012024,ns
ENSSSCT00000067759,0.082668961,6.307763335,0.253938267,0.803071914,0.931235886,-6.819111211,ns
ENSSSCT00000049034,0.055786762,6.27457614,0.171039957,0.866531781,0.955550011,-6.819264156,ns
